ID,Name,Sector,City,Funding Stage,International Presence,English Requirement,Score,Outreach_Week
727,Egon Zehnder Morocco,Executive Search,Casablanca,Subsidiary,Global — Switzerland HQ,Very High — English corporate,80,Week 5
728,Drees & Sommer Morocco,RE Consulting,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 5
729,Serco Morocco,Service Management,Casablanca,Subsidiary (Serco),Global — UK HQ,Very High — English public services,80,Week 5
730,Regus Morocco (IWG),Coworking / Office,Casablanca,Subsidiary (IWG),Global — Switzerland HQ,Very High — English corporate,80,Week 5
731,WeWork Morocco,Coworking,Casablanca,Subsidiary (WeWork),Global — US HQ,Very High — English corporate,80,Week 5
735,Bureau Veritas Morocco,Testing / Certification,Casablanca,Subsidiary (Bureau Veritas),Global — France HQ,Very High — English corporate,80,Week 5
736,SGS Morocco,Testing / Certification,Casablanca,Subsidiary (SGS),Global — Switzerland HQ,Very High — English corporate,80,Week 5
737,TUV Rheinland Morocco,Certification,Casablanca,Subsidiary (TUV),Global — Germany HQ,Very High — English corporate,80,Week 5
738,TUV SUD Morocco,Testing / Certification,Casablanca,Subsidiary (TUV SUD),Global — Germany HQ,Very High — English corporate,80,Week 5
739,Intertek Morocco,Quality Assurance,Casablanca,Subsidiary (Intertek),Global — UK HQ,Very High — English corporate,80,Week 5
740,DNV Morocco,Classification / Advisory,Casablanca,Subsidiary (DNV),Global — Norway HQ,Very High — English corporate,80,Week 5
741,Lloyd's Register Morocco,Classification,Casablanca,Subsidiary (Lloyd's Register),Global — UK HQ,Very High — English corporate,80,Week 5
742,DEKRA Morocco,Inspection / Testing,Casablanca,Subsidiary (DEKRA),Global — Germany HQ,Very High — English corporate,80,Week 5
743,Cotecna Morocco,Inspection / Testing,Casablanca,Subsidiary (Cotecna),Global — Switzerland HQ,Very High — English corporate,80,Week 5
744,LRQA Morocco,Assurance / Certification,Casablanca,Subsidiary (LRQA),Global — UK HQ,Very High — English corporate,80,Week 5
746,Applus+ Morocco,Testing / Inspection,Casablanca,Subsidiary (Applus+),Global — Spain HQ,Very High — English corporate,80,Week 5
747,Element Morocco,Testing / Certification,Casablanca,Subsidiary (Element),Global — UK HQ,Very High — English corporate,80,Week 5
748,Eurofins Morocco,Lab Testing,Casablanca,Subsidiary (Eurofins),Global — Luxembourg HQ,Very High — English corporate,80,Week 5
749,SOCOTEC Morocco,Inspection / Construction,Casablanca,Subsidiary (SOCOTEC),Global — France HQ,Very High — English corporate,80,Week 5
750,Saybolt Morocco,Petroleum Inspection,Casablanca,Subsidiary (Core Lab),Global — US HQ,Very High — English corporate,80,Week 5
751,Control Union Morocco,Certification / Agri,Casablanca,Subsidiary (Control Union),Global — Netherlands HQ,Very High — English certification,80,Week 5
752,Ecocert Morocco,Organic Certification,Casablanca,Subsidiary (Ecocert),Global — France HQ,Very High — English organic compliance,80,Week 5
753,AFNOR Morocco,Standards / Certification,Casablanca,Subsidiary (AFNOR),Global — France HQ,Very High — English standards,80,Week 5
754,BSI Morocco,Standards / Certification,Casablanca,Subsidiary (BSI),Global — UK HQ,Very High — English standards,80,Week 5
755,UL Solutions Morocco,Safety / Certification,Casablanca,Subsidiary (UL),Global — US HQ,Very High — English corporate,80,Week 5
756,Voltalia Morocco,Renewables / Solar,Morocco,Subsidiary (Voltalia),Global — France HQ,Very High — English corporate,80,Week 5
757,Enel Green Power Morocco,Renewables,Morocco,Subsidiary (Enel),Global — Italy HQ,Very High — English corporate,80,Week 5
758,ACWA Power Morocco,Solar / Wind,Multiple,Subsidiary (ACWA Power),Global — Saudi Arabia HQ,Very High — English corporate,80,Week 5
759,EDF Renewables Morocco,Solar / Wind,Morocco,Subsidiary (EDF),Global — France HQ,Very High — English corporate,80,Week 5
760,Masdar Morocco,Clean Energy,Morocco,Subsidiary (Masdar),Global — UAE HQ,Very High — English corporate,80,Week 5
761,AMEA Power Morocco,Renewables,Morocco,Subsidiary (AMEA),Global — UAE HQ,Very High — English corporate,80,Week 5
762,Xlinks Morocco,Renewable Energy Export,Guelmim-Oued Noun,Growth / Project,UK interconnector project,Very High — English project language,80,Week 5
763,TotalEnergies Renewables Morocco,Solar / Hydrogen,Morocco,Subsidiary (TotalEnergies),Global — France HQ,Very High — English corporate,80,Week 5
767,Africa Energy Corp Morocco,Oil & Gas Exploration,Casablanca,Subsidiary,Global — Sweden HQ,Very High — English corporate,80,Week 5
768,Sound Energy Morocco,Gas Exploration,Casablanca,Listed (London AIM),UK investors,Very High — English investor relations,80,Week 5
769,Predator Oil & Gas Morocco,Gas Exploration,Morocco,Listed (London AIM),UK investors,Very High — English corporate,80,Week 5
770,Chariot Energy Morocco,Gas / Renewables,Morocco,Listed (London AIM),UK investors,Very High — English investor relations,80,Week 5
771,SDX Energy Morocco,Gas Production,Morocco,Listed (London AIM),UK/Egypt operations,Very High — English corporate,80,Week 5
773,Vivo Energy Morocco,Fuel / Shell Brand,Casablanca,Subsidiary (Vivo Energy),Pan-African — UK listed,Very High — English corporate,80,Week 5
774,TotalEnergies Marketing Morocco,Fuel / Lubricants,Casablanca,Subsidiary (TotalEnergies),Global — France HQ,Very High — English corporate,80,Week 5
785,Dislog Digital,Tech / E-commerce,Casablanca,Subsidiary (Dislog),"Morocco, Africa",High — English digital ops,80,Week 5
792,REDAL (Veolia Rabat),Water / Electricity,Rabat,Subsidiary (Veolia),Global — France HQ,Very High — English corporate,80,Week 5
793,Amendis (Veolia Tangier),Water / Waste,Tangier,Subsidiary (Veolia),Global — France HQ,Very High — English corporate,80,Week 5
794,Suez Environnement Morocco,Waste / Water,Casablanca,Subsidiary (Veolia/Suez),Global — France HQ,Very High — English corporate,80,Week 5
797,Veolia Propreté Morocco,Waste Collection,Multiple,Subsidiary (Veolia),Global — France HQ,Very High — English corporate,80,Week 5
799,Biothermica Morocco,Green Energy / Waste,Casablanca,Subsidiary (Biothermica),Global — Canada HQ,Very High — English corporate,80,Week 5
804,Credit Suisse / UBS Morocco (CFC),Wealth Management,Casablanca (CFC),Subsidiary (UBS),Global — Switzerland HQ,Very High — English corporate,80,Week 5
805,Barclays Morocco (CFC),Banking,Casablanca (CFC),Subsidiary (Barclays),Global — UK HQ,Very High — English corporate,80,Week 5
806,Deutsche Bank Morocco (CFC),Banking,Casablanca (CFC),Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 5
807,BNY Mellon Morocco (CFC),Asset Servicing,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English-only,80,Week 5
808,State Street Morocco (CFC),Asset Management,Casablanca (CFC),Subsidiary,Global — US HQ,Very High — English corporate,80,Week 5
809,Fidelity International Morocco (CFC),Asset Management,Casablanca (CFC),Subsidiary,Global — UK HQ,Very High — English corporate,80,Week 5
810,BlackRock Morocco Advisory (CFC),Asset Management,Casablanca (CFC),Advisory,Global — US HQ,Very High — English-only,80,Week 5
811,CDPQ Morocco (CFC),Pension / Investment,Casablanca (CFC),Subsidiary (CDPQ),Global — Canada HQ,Very High — English corporate,80,Week 5
812,IFC Morocco (World Bank),Development Finance,Casablanca (CFC),International org,Global — US HQ,Very High — English-only,80,Week 5
813,EBRD Morocco Representative,Development Finance,Casablanca,International org,Global — UK HQ,Very High — English-only,80,Week 5
815,Proparco Morocco,Development Finance,Casablanca,Subsidiary (AFD),Global — France HQ,Very High — English project finance,80,Week 5
816,FMO Morocco,Development Finance,Casablanca,Subsidiary (FMO),Global — Netherlands HQ,Very High — English corporate,80,Week 5
817,Marsh McLennan Morocco,Insurance Brokerage,Casablanca,Subsidiary (Marsh),Global — US HQ,Very High — English corporate,80,Week 5
818,AON Morocco,Insurance / Risk,Casablanca,Subsidiary (AON),Global — UK/US HQ,Very High — English corporate,80,Week 5
819,Willis Towers Watson Morocco,Insurance / Advisory,Casablanca,Subsidiary (WTW),Global — UK HQ,Very High — English corporate,80,Week 5
820,Swiss Re Morocco,Reinsurance,Casablanca (CFC),Subsidiary (Swiss Re),Global — Switzerland HQ,Very High — English corporate,80,Week 6
821,Munich Re Morocco,Reinsurance,Casablanca (CFC),Subsidiary (Munich Re),Global — Germany HQ,Very High — English corporate,80,Week 6
824,Euler Hermes Morocco,Trade Credit Insurance,Casablanca,Subsidiary (Allianz Trade),Global — Germany HQ,Very High — English corporate,80,Week 6
825,Coface Morocco,Trade Credit Insurance,Casablanca,Subsidiary (Coface),Global — France HQ,Very High — English corporate,80,Week 6
852,MCI Morocco (Events Management),Event / MICE,Casablanca,Subsidiary (MCI),Global — Switzerland HQ,Very High — English event mgmt,80,Week 6
853,GL Events Morocco,Events / Venues,Casablanca,Subsidiary (GL Events),Global — France HQ,Very High — English corporate,80,Week 6
854,Accor Arena Morocco,Venue Management,Casablanca,Partnership (Accor),Global,Very High — English venue ops,80,Week 6
861,Special Olympics Morocco,Sports / Social,Rabat,Established,Global Special Olympics network,Very High — English org management,80,Week 6
865,UNECA Morocco,UN Economic Commission,Rabat,International org,Global — UN system,Very High — English-only,80,Week 6
866,UNESCO Morocco,Cultural / Education,Rabat,International org,Global — UN system,Very High — English operations,80,Week 6
867,UNDP Morocco,Development,Rabat,International org,Global — UN system,Very High — English operations,80,Week 6
868,World Bank Morocco,Development,Rabat,International org,Global — US HQ,Very High — English-only,80,Week 6
869,WHO Morocco,Health,Rabat,International org,Global — UN system,Very High — English reporting,80,Week 6
870,USAID Morocco,Development Aid,Rabat,US Government,Global — US HQ,Very High — English-only,80,Week 6
871,TI Fluid Systems Morocco,Auto Fluid Systems,Tangier,Subsidiary,Global — UK HQ,Very High — English corporate,80,Week 6
872,Cooper Standard Morocco,Auto Sealing Systems,Tangier,Subsidiary,Global — US HQ,Very High — English corporate,80,Week 6
873,Dana Morocco,Auto Driveline,Kénitra,Subsidiary (Dana),Global — US HQ,Very High — English corporate,80,Week 6
874,Schaeffler Morocco,Bearings / Auto,Casablanca,Subsidiary (Schaeffler),Global — Germany HQ,Very High — English corporate,80,Week 6
875,IHI Morocco,Machinery / Industrial,Casablanca,Subsidiary (IHI),Global — Japan HQ,Very High — English corporate,80,Week 6
876,Komatsu Morocco,Mining / Construction Eq,Casablanca,Subsidiary (Komatsu),Global — Japan HQ,Very High — English corporate,80,Week 6
877,Caterpillar Morocco,Construction / Mining Eq,Casablanca,Subsidiary (Caterpillar),Global — US HQ,Very High — English corporate,80,Week 6
878,John Deere Morocco,Agriculture Equipment,Casablanca,Subsidiary (Deere),Global — US HQ,Very High — English corporate,80,Week 6
879,CNH Industrial Morocco,Agri / Construction Eq,Casablanca,Subsidiary (CNH),Global — UK HQ,Very High — English corporate,80,Week 6
880,AGCO Morocco,Agriculture Equipment,Casablanca,Subsidiary (AGCO),Global — US HQ,Very High — English corporate,80,Week 6
881,Liebherr Morocco,Construction Eq,Casablanca,Subsidiary (Liebherr),Global — Switzerland HQ,Very High — English corporate,80,Week 6
882,Volvo Trucks Morocco,Commercial Vehicles,Casablanca,Subsidiary (Volvo),Global — Sweden HQ,Very High — English corporate,80,Week 6
883,MAN Truck & Bus Morocco,Commercial Vehicles,Casablanca,Subsidiary (MAN / TRATON),Global — Germany HQ,Very High — English corporate,80,Week 6
884,Scania Morocco,Commercial Vehicles,Casablanca,Subsidiary (Scania),Global — Sweden HQ,Very High — English corporate,80,Week 6
885,DAF Trucks Morocco,Commercial Vehicles,Casablanca,Subsidiary (PACCAR),Global — Netherlands HQ,Very High — English corporate,80,Week 6
886,Toyota Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English Toyota standards,80,Week 6
887,Hyundai Morocco,Auto Distribution,Casablanca,Franchise,Global — Korea HQ,Very High — English corporate,80,Week 6
888,KIA Morocco,Auto Distribution,Casablanca,Franchise,Global — Korea HQ,Very High — English corporate,80,Week 6
889,BMW Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 6
890,Mercedes-Benz Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 6
891,Audi Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 6
892,Volkswagen Morocco,Auto Distribution,Casablanca,Subsidiary,Global — Germany HQ,Very High — English corporate,80,Week 6
893,Ford Morocco,Auto Distribution,Casablanca,Franchise,Global — US HQ,Very High — English corporate,80,Week 6
894,Nissan Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English corporate,80,Week 6
895,Mitsubishi Motors Morocco,Auto Distribution,Casablanca,Franchise,Global — Japan HQ,Very High — English corporate,80,Week 6
897,Tesla Morocco (Representation),EV Distribution,Casablanca,Representation,Global — US HQ,Very High — English corporate,80,Week 6
898,Michelin Morocco,Tires,Casablanca,Subsidiary (Michelin),Global — France HQ,Very High — English corporate,80,Week 6
899,Bridgestone Morocco,Tires,Casablanca,Subsidiary (Bridgestone),Global — Japan HQ,Very High — English corporate,80,Week 6
900,Goodyear Morocco,Tires,Casablanca,Subsidiary (Goodyear),Global — US HQ,Very High — English corporate,80,Week 6
901,Bosch Morocco,Auto / Industrial,Casablanca,Subsidiary (Bosch),Global — Germany HQ,Very High — English corporate,80,Week 6
902,Denso Morocco (Extended Ops),Auto Components,Kénitra,Subsidiary (Denso),Global — Japan HQ,Very High — English corporate,80,Week 6
903,Aisin Morocco,Auto Drivetrain,Tangier,Subsidiary (Aisin),Global — Japan HQ,Very High — English corporate,80,Week 6
904,JTEKT Morocco,Steering / Bearings,Tangier,Subsidiary (JTEKT),Global — Japan HQ,Very High — English corporate,80,Week 6
905,Hella Morocco (Forvia),Auto Lighting / Electronics,Tangier,Subsidiary (Forvia),Global — Germany HQ,Very High — English corporate,80,Week 6
908,Martinrea Morocco,Metal Auto Parts,Tangier,Subsidiary (Martinrea),Global — Canada HQ,Very High — English corporate,80,Week 6
909,Linamar Morocco,Auto Powertrain,Tangier,Subsidiary (Linamar),Global — Canada HQ,Very High — English corporate,80,Week 6
910,Adient Morocco,Auto Seating,Kénitra,Subsidiary (Adient),Global — US HQ,Very High — English corporate,80,Week 6
917,LinkedIn Morocco,Professional Network,Casablanca,Subsidiary (Microsoft),Global — US HQ,Very High — English corporate,80,Week 6
918,Twitter/X Morocco,Social Media,Casablanca,Partnership,Global — US HQ,Very High — English-only,80,Week 6
919,TikTok Morocco (ByteDance),Social Media / Content,Casablanca,Subsidiary (ByteDance),Global — China/Singapore HQ,Very High — English corporate,80,Week 6
920,Spotify Morocco,Music / Streaming,Casablanca,Subsidiary (Spotify),Global — Sweden HQ,Very High — English corporate,80,Week 6
921,Netflix Morocco (Production),Entertainment / Production,Casablanca,Partnership (Netflix),Global — US HQ,Very High — English production,80,Week 6
923,Atlas Studios Ouarzazate,Film Production,Ouarzazate,Established,International film industry,Very High — English production ops,80,Week 6
925,Havas Morocco,Advertising / PR,Casablanca,Subsidiary (Havas/Vivendi),Global — France HQ,Very High — English corporate,80,Week 6
926,Publicis Morocco,Advertising,Casablanca,Subsidiary (Publicis),Global — France HQ,Very High — English corporate,80,Week 6
927,McCann Morocco,Advertising,Casablanca,Subsidiary (McCann/IPG),Global — US HQ,Very High — English corporate,80,Week 6
928,TBWA Morocco,Advertising,Casablanca,Subsidiary (Omnicom),Global — US HQ,Very High — English corporate,80,Week 6
929,Ogilvy Morocco,Advertising / PR,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate,80,Week 6
930,JWT / Wunderman Thompson Morocco,Advertising / Digital,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate,80,Week 6
931,Dentsu Morocco,Advertising / Media,Casablanca,Subsidiary (Dentsu),Global — Japan HQ,Very High — English corporate,80,Week 6
932,Weber Shandwick Morocco,PR / Communications,Casablanca,Subsidiary (IPG),Global — US HQ,Very High — English PR,80,Week 6
933,Edelman Morocco,PR / Communications,Casablanca,Subsidiary (Edelman),Global — US HQ,Very High — English PR,80,Week 6
934,Hill & Knowlton Morocco,PR / Advisory,Casablanca,Subsidiary (WPP),Global — UK HQ,Very High — English corporate,80,Week 6
935,Brunswick Morocco,Strategic Advisory,Casablanca,Subsidiary (Brunswick),Global — UK HQ,Very High — English advisory,80,Week 6
936,FTI Consulting Morocco,Strategic Advisory,Casablanca,Subsidiary (FTI),Global — US HQ,Very High — English consulting,80,Week 6
937,Oliver Wyman Morocco,Strategy Consulting,Casablanca,Subsidiary (Marsh McLennan),Global — US HQ,Very High — English consulting,80,Week 6
938,Bain & Company Morocco,Strategy Consulting,Casablanca,Subsidiary (Bain),Global — US HQ,Very High — English-only,80,Week 6
939,A.T. Kearney Morocco (Kearney),Strategy Consulting,Casablanca,Subsidiary (Kearney),Global — US HQ,Very High — English consulting,80,Week 6
940,Strategy& Morocco (PwC),Strategy Consulting,Casablanca,Subsidiary (PwC),Global — US HQ,Very High — English consulting,80,Week 6
941,Alvarez & Marsal Morocco,Restructuring / Advisory,Casablanca,Subsidiary (A&M),Global — US HQ,Very High — English corporate,80,Week 6
942,Accenture Strategy Morocco,Strategy / Digital,Casablanca,Subsidiary (Accenture),Global — US HQ,Very High — English consulting,80,Week 6
943,Capgemini Invent Morocco,Innovation Consulting,Casablanca,Subsidiary (Capgemini),Global — France HQ,Very High — English consulting,80,Week 6
944,PA Consulting Morocco,Innovation Consulting,Casablanca,Subsidiary (PA),Global — UK HQ,Very High — English consulting,80,Week 6
945,LEK Consulting Morocco,Strategy,Casablanca,Subsidiary (L.E.K.),Global — UK HQ,Very High — English consulting,80,Week 6
946,Dalberg Morocco,Development Consulting,Rabat,Subsidiary (Dalberg),Global — US HQ,Very High — English consulting,80,Week 6
947,Palladium Morocco,Development Consulting,Rabat,Subsidiary (Palladium),Global — UK HQ,Very High — English consulting,80,Week 6
948,DAI Morocco,Development Consulting,Rabat,Subsidiary (DAI),Global — US HQ,Very High — English consulting,80,Week 6
949,Chemonics Morocco,Development Consulting,Rabat,Subsidiary (Chemonics),Global — US HQ,Very High — English consulting,80,Week 6
950,Abt Associates Morocco,Research / Consulting,Rabat,Subsidiary (Abt),Global — US HQ,Very High — English consulting,80,Week 6
951,Cargill Morocco,Agri / Commodities,Casablanca,Subsidiary (Cargill),Global — US HQ,Very High — English corporate,80,Week 6
952,Louis Dreyfus Morocco,Commodities / Agri,Casablanca,Subsidiary (Louis Dreyfus),Global — Netherlands HQ,Very High — English corporate,80,Week 6
953,Olam Morocco,Agri / Food Ingredients,Casablanca,Subsidiary (Olam),Global — Singapore HQ,Very High — English corporate,80,Week 6
954,Barry Callebaut Morocco,Chocolate / Cocoa,Casablanca,Subsidiary (Barry Callebaut),Global — Switzerland HQ,Very High — English corporate,80,Week 6
955,Givaudan Morocco,Flavors / Fragrances,Casablanca,Subsidiary (Givaudan),Global — Switzerland HQ,Very High — English corporate,80,Week 6
956,Firmenich Morocco (DSM-Firmenich),Fragrances / Ingredients,Casablanca,Subsidiary (DSM-Firmenich),Global — Switzerland HQ,Very High — English corporate,80,Week 6
957,Symrise Morocco,Fragrances / Flavors,Casablanca,Subsidiary (Symrise),Global — Germany HQ,Very High — English corporate,80,Week 6
958,International Flavors & Fragrances Morocco,Ingredients,Casablanca,Subsidiary (IFF),Global — US HQ,Very High — English corporate,80,Week 6
963,Sabena Technics Morocco,Aircraft Maintenance,Casablanca,Subsidiary,Global — France HQ,Very High — English MRO,80,Week 6
964,Satys Morocco,Aircraft Painting,Casablanca,Subsidiary (Satys),Global — France HQ,Very High — English aviation,80,Week 6
965,Sogea Maroc (Vinci),Civil Works,Casablanca,Subsidiary (Vinci),Global — France HQ,Very High — English corporate,80,Week 6
966,Colas Morocco,Roads / Infrastructure,Casablanca,Subsidiary (Bouygues),Global — France HQ,Very High — English corporate,80,Week 6
967,Eurovia Morocco,Road Construction,Casablanca,Subsidiary (Vinci),Global — France HQ,Very High — English corporate,80,Week 6
968,Egis Road Operation Morocco,Toll Roads,Morocco,Subsidiary (Egis),Global — France HQ,Very High — English operations,80,Week 6
969,RATP Dev Morocco (Tramway),Urban Transport,Casablanca,Subsidiary (RATP),Global — France HQ,Very High — English corporate,80,Week 6
970,Alstom Morocco,Rail / Transport,Multiple,Subsidiary (Alstom),Global — France HQ,Very High — English engineering,80,Week 6
971,Bombardier Transportation Morocco,Rail,Multiple,Subsidiary (Alstom),Global — Canada HQ,Very High — English corporate,80,Week 6
972,Thales Transportation Morocco,Signaling / Rail,Casablanca,Subsidiary (Thales),Global — France HQ,Very High — English engineering,80,Week 7
974,Panalpina Morocco (DSV),Freight,Casablanca,Subsidiary (DSV),Global — Denmark HQ,Very High — English corporate,80,Week 7
977,Kintetsu World Express Morocco,Freight,Casablanca,Subsidiary (KWE),Global — Japan HQ,Very High — English corporate,80,Week 7
979,YTO Maroc,Postal / E-commerce Logistics,Casablanca,Subsidiary (YTO),Global — China HQ,High — English corporate,80,Week 7
983,GLS Morocco,Parcel Delivery,Casablanca,Subsidiary (GLS/Royal Mail),Global — UK HQ,Very High — English corporate,80,Week 7
984,TNT Morocco (FedEx),Express / Parcel,Casablanca,Subsidiary (FedEx),Global — US HQ,Very High — English corporate,80,Week 7
988,Savino Del Bene Morocco,Freight,Casablanca,Subsidiary,Global — Italy HQ,Very High — English corporate,80,Week 7
990,Dimerco Morocco,Freight,Casablanca,Subsidiary (Dimerco),Global — Taiwan HQ,Very High — English corporate,80,Week 7
991,Bolloré Transport Morocco,Transport / Mining Logistics,Casablanca,Subsidiary (Bolloré),Pan-African,Very High — English logistics,80,Week 7
993,APM Terminals Morocco,Container Terminal,Tangier,Subsidiary (Maersk),Global — Netherlands HQ,Very High — English port ops,80,Week 7
994,Eurogate Morocco,Container Terminal,Tangier,Subsidiary (Eurogate),Global — Germany HQ,Very High — English port ops,80,Week 7
995,Hutchison Ports Sohar Morocco,Port Operations,Tangier,Subsidiary (CK Hutchison),Global — HK HQ,Very High — English corporate,80,Week 7
997,PSA International Morocco,Port Operations,Tangier,Subsidiary (PSA),Global — Singapore HQ,Very High — English corporate,80,Week 7
998,Contship Morocco,Container Services,Tangier,Subsidiary,Global — Italy HQ,Very High — English operations,80,Week 7
999,Mediterranean Shipping Co. Morocco,Shipping / Port,Tangier,Subsidiary (MSC),Global — Switzerland HQ,Very High — English corporate,80,Week 7
1000,Hapag-Lloyd Morocco,Container Shipping,Tangier,Subsidiary (Hapag-Lloyd),Global — Germany HQ,Very High — English corporate,80,Week 7
18,Newco Communications,BPO / Teleservices,Casablanca,Established,"France, Europe",Medium-High — growing English portfolio,70,Week 7
19,E-Call Services Maroc,BPO / Customer Relations,Casablanca,Established,Europe,Medium-High — English accounts,70,Week 7
22,Cosmos Call Center,BPO / Call Center,Casablanca,Established,Europe,Medium-High — English-speaking agents,70,Week 7
25,Phone Group,BPO / Customer Relations,Casablanca,Established,"France, Francophone Africa",Medium-High — English expansion,70,Week 7
28,B2S Morocco,BPO / Back-office,Rabat,Subsidiary,"France, Europe",Medium-High — English documentation,70,Week 7
36,SQLI Morocco,Digital Agency / IT,Casablanca & Rabat,Listed (Euronext),"Europe, Middle East",Very High — English digital projects,70,Week 7
39,Sofrecom Morocco,Telecom Consulting,Rabat,Subsidiary (Orange),"Africa, Middle East",High — English telecom consulting,70,Week 7
46,M2M Group,e-Gov / Digital Identity,Casablanca,Listed (Casablanca Bourse),"80+ countries Africa, Asia",Very High — English government contracts,70,Week 7
68,Yakeey,PropTech,Casablanca,Series A ($15M),"Morocco, expanding MENA",High — international investor reporting,70,Week 7
74,Alya,FinTech / BNPL,Casablanca,Pre-Series A (Proparco),Morocco,High — international investor reporting,70,Week 7
75,WafR,Retail Tech / Payments,Casablanca,Seed,"Morocco, Africa",Medium-High — English pitch decks,70,Week 7
77,Meilleurcreditimmo,FinTech / Mortgage,Casablanca,Series A (SEAF),Morocco,High — English investor reporting,70,Week 7
83,Dropify,E-commerce SaaS,Casablanca,Seed,"Morocco, MENA",High — English product interface,70,Week 7
84,DabaDoc,HealthTech / Telemedicine,Casablanca,Series A,"Morocco, Algeria, Tunisia",High — English investor relations,70,Week 7
87,Lana.ma,InsurTech,Casablanca,Seed,Morocco,High — English tech development,70,Week 7
91,Nawat,Event Tech SaaS,Casablanca,Seed,MENA,High — English SaaS product,70,Week 7
96,Attijariwafa Bank,Banking,Casablanca,Listed (Casablanca Bourse),"25+ countries in Africa, Europe","Very High — English investor relations, global reporting",70,Week 7
97,Bank of Africa (BMCE),Banking,Casablanca,Listed (Casablanca Bourse),"20+ countries in Africa, China, Europe",Very High — English banking operations,70,Week 7
107,Saham Assurance (Sanlam),Insurance,Casablanca,Subsidiary (Sanlam SA),30+ African countries,Very High — English corporate reporting,70,Week 7
125,CMI (Centre Monétique Interbancaire),Payments Infrastructure,Casablanca,Industry consortium,"Morocco, partnerships global",High — English technical partnerships,70,Week 7
132,Roland Berger Morocco,Strategy Consulting,Casablanca (CFC),Subsidiary (Roland Berger),"Europe, Africa, Middle East",Very High — English strategy work,70,Week 7
133,Mazars Morocco,Audit / Advisory,Casablanca,Member firm (Mazars),Global,High — English audit documentation,70,Week 7
134,BDO Morocco,Audit / Advisory,Casablanca,Member firm (BDO),Global,High — English audit work,70,Week 7
135,Grant Thornton Morocco,Audit / Advisory,Casablanca,Member firm,Global,High — English consulting,70,Week 7
144,Artelia Morocco,Engineering Consulting,Casablanca,Subsidiary (Artelia),Global — 40+ countries,High — English project management,70,Week 7
145,Egis Morocco,Engineering Consulting,Rabat,Subsidiary (Egis),Global,High — English infrastructure consulting,70,Week 7
150,Manpower Morocco,Staffing / HR,Casablanca,Subsidiary (ManpowerGroup),Global,High — English staffing operations,70,Week 7
158,CIE Automotive Morocco,Plastic Injection / Auto,Tangier,Subsidiary (CIE Automotive),Global — Spain HQ,High — English customer management,70,Week 7
159,Antolin Tanger,Interior Auto Parts,Tangier,Subsidiary (Grupo Antolin),Global — Spain HQ,High — English quality & compliance,70,Week 7
160,Delfingen Morocco,Auto Protection Solutions,Tangier,Subsidiary (Delfingen),Global — France HQ,High — English product documentation,70,Week 7
162,Coficab Morocco,Auto Cable Systems,Tangier,Subsidiary (Elloumi Group),Global — 10+ countries,High — English quality management,70,Week 7
164,Saint-Gobain Morocco,Auto Glass / Materials,Kénitra,Subsidiary (Saint-Gobain),Global — France HQ,High — English corporate reporting,70,Week 7
177,Cooper Pharma,Pharmaceuticals,Casablanca,Established (Holmarcom),"Africa, Middle East, France",High — English international business,70,Week 7
178,Pharma 5,Pharma / Generics,Casablanca,Established,"Africa, Middle East",High — English regulatory filings,70,Week 7
180,Galenica (Groupe Galenica),Pharma Distribution,Casablanca,Established,Africa,High — English distribution partnerships,70,Week 7
181,Polymedic,Pharma Manufacturing,Casablanca,Established,"Africa, Middle East",High — English quality & regulatory,70,Week 7
202,Orange Morocco,Telecom,Casablanca,Subsidiary (Orange Group),MEA regional HQ in Casablanca,Very High — English as Orange corporate language,70,Week 7
204,Wana Corporate,Telecom / Enterprise,Casablanca,Subsidiary (Inwi Group),"Morocco, Africa partnerships",High — English enterprise solutions,70,Week 7
215,Tasyier,E-commerce SEO,Casablanca,Established,International clients,Very High — English SEO services,70,Week 7
218,Avito.ma (OLX),Classifieds / Marketplace,Casablanca,Subsidiary (Prosus/Naspers),Global via parent,High — English corporate reporting,70,Week 7
239,Dari Couspate,Food / Couscous,Casablanca,Listed (Casablanca Bourse),"Export to EU, US, Africa",High — English export & compliance,70,Week 7
244,Decathlon Morocco,Sporting Goods Retail,Casablanca,Subsidiary (Decathlon),Global — France HQ,High — English corporate reporting,70,Week 7
246,Zara Morocco (Inditex),Fashion Retail,Casablanca,Subsidiary (Inditex),Global — Spain HQ,High — English supply chain / HQ,70,Week 7
250,Virgin Megastore Morocco,Retail / Entertainment,Casablanca,Franchise,Global brand,High — English brand management,70,Week 7
